0;0;40;;0.0
0;1;40;;0.0
0;2;40;;0.0
0;3;40;;0.0
0;4;40;;0.0
0;5;40;;0.0
0;6;40;;0.0
0;7;40;;0.0
0;8;40;;0.0
0;9;40;;0.0
0;10;40;;0.0
0;11;40;;0.0
0;12;40;;0.0
0;13;40;;0.0
0;14;40;;0.0
0;15;40;;0.0
0;16;40;;0.0
0;17;40;;0.0
0;18;40;;0.0
0;19;40;;0.0
0;20;40;;0.0
0;21;40;;0.0
0;22;40;;0.0
0;23;40;;0.0
0;24;40;;0.0
0;25;40;;0.0
0;26;40;;0.0
0;27;40;;0.0
0;28;40;;0.0
0;29;40;;0.0
0;30;40;;0.0
0;31;40;;0.0
0;32;40;;0.0
0;33;40;;0.0
0;34;40;;0.0
0;35;40;;0.0
0;36;40;;0.0
0;37;40;;0.0
0;38;40;;0.0
0;39;40;;0.0
0;40;40;;0.0
0;41;40;;0.0
0;42;40;;0.0
0;43;40;;0.0
0;44;40;;0.0
0;45;40;;0.0
0;46;40;;0.0
0;47;40;;0.0
0;48;40;;0.0
0;49;40;;0.0
0;50;40;;0.0
0;51;40;;0.0
0;52;40;;0.0
0;53;40;;0.0
0;54;40;;0.0
0;55;40;;0.0
0;56;40;;0.0
0;57;40;;0.0
0;58;40;;0.0
0;59;40;;0.0
0;60;40;;0.0
0;61;40;;0.0
0;62;40;;0.0
0;63;40;;0.0
0;64;40;;0.0
0;65;40;;0.0
0;66;40;;0.0
0;67;40;;0.0
0;68;40;;0.0
0;69;40;;0.0
0;70;40;;0.0
0;71;40;;0.0
0;72;40;;0.0
0;73;40;;0.0
0;74;40;;0.0
0;75;40;;0.0
0;76;40;;0.0
0;77;40;;0.0
0;78;40;;0.0
0;79;40;;0.0
0;80;40;;0.0
0;81;40;;0.0
0;82;40;;0.0
0;83;40;;0.0
0;84;40;;0.0
0;85;40;;0.0
0;86;40;;0.0
0;87;40;;0.0
0;88;40;;0.0
0;89;40;;0.0
0;90;40;;0.0
0;91;40;;0.0
0;92;40;;0.0
0;93;40;;0.0
0;94;40;;0.0
0;95;40;;0.0
0;96;40;;0.0
0;97;40;;0.0
0;98;40;;0.0
0;99;40;;0.0
0;100;40;;0.0
1;0;40;;0.0
1;1;40;;0.0
1;2;40;;0.0
1;3;40;;0.0
1;4;40;;0.0
1;5;40;;0.0
1;6;40;;0.0
1;7;40;;0.0
1;8;40;;0.0
1;9;40;;0.0
1;10;40;;0.0
1;11;40;;0.0
1;12;40;;0.0
1;13;40;;0.0
1;14;40;;0.0
1;15;40;;0.0
1;16;40;;0.0
1;17;40;;0.0
1;18;40;;0.0
1;19;40;;0.0
1;20;40;;0.0
1;21;40;;0.0
1;22;40;;0.0
1;23;40;;0.0
1;24;40;;0.0
1;25;40;;0.0
1;26;40;;0.0
1;27;40;;0.0
1;28;40;;0.0
1;29;40;;0.0
1;30;40;;0.0
1;31;40;;0.0
1;32;40;;0.0
1;33;40;;0.0
1;34;40;;0.0
1;35;40;;0.0
1;36;40;;0.0
1;37;40;;0.0
1;38;40;;0.0
1;39;40;;0.0
1;40;40;;0.0
1;41;40;;0.0
1;42;40;;0.0
1;43;40;;0.0
1;44;40;;0.0
1;45;40;;0.0
1;46;40;;0.0
1;47;40;;0.0
1;48;40;;0.0
1;49;40;;0.0
1;50;40;;0.0
1;51;40;;0.0
1;52;40;;0.0
1;53;40;;0.0
1;54;40;;0.0
1;55;40;;0.0
1;56;40;;0.0
1;57;40;;0.0
1;58;40;;0.0
1;59;40;;0.0
1;60;40;;0.0
1;61;40;;0.0
1;62;40;;0.0
1;63;40;;0.0
1;64;40;;0.0
1;65;40;;0.0
1;66;40;;0.0
1;67;40;;0.0
1;68;40;;0.0
1;69;40;;0.0
1;70;40;;0.0
1;71;40;;0.0
1;72;40;;0.0
1;73;40;;0.0
1;74;40;;0.0
1;75;40;;0.0
1;76;40;;0.0
1;77;40;;0.0
1;78;40;;0.0
1;79;40;;0.0
1;80;40;;0.0
1;81;40;;0.0
1;82;40;;0.0
1;83;40;;0.0
1;84;40;;0.0
1;85;40;;0.0
1;86;40;;0.0
1;87;40;;0.0
1;88;40;;0.0
1;89;40;;0.0
1;90;40;;0.0
1;91;40;;0.0
1;92;40;;0.0
1;93;40;;0.0
1;94;40;;0.0
1;95;40;;0.0
1;96;40;;0.0
1;97;40;;0.0
1;98;40;;0.0
1;99;40;;0.0
1;100;40;;0.0
2;0;40;;0.0
2;1;40;;0.0
2;2;40;;0.0
2;3;40;;0.0
2;4;40;;0.0
2;5;40;;0.0
2;6;40;;0.0
2;7;40;;0.0
2;8;40;;0.0
2;9;40;;0.0
2;10;40;;0.0
2;11;40;;0.0
2;12;40;;0.0
2;13;40;;0.0
2;14;40;;0.0
2;15;40;;0.0
2;16;40;;0.0
2;17;40;;0.0
2;18;40;;0.0
2;19;40;;0.0
2;20;40;;0.0
2;21;40;;0.0
2;22;40;;0.0
2;23;40;;0.0
2;24;40;;0.0
2;25;40;;0.0
2;26;40;;0.0
2;27;40;;0.0
2;28;40;;0.0
2;29;40;;0.0
2;30;40;;0.0
2;31;40;;0.0
2;32;40;;0.0
2;33;40;;0.0
2;34;40;;0.0
2;35;40;;0.0
2;36;40;;0.0
2;37;40;;0.0
2;38;40;;0.0
2;39;40;;0.0
2;40;40;;0.0
2;41;40;;0.0
2;42;40;;0.0
2;43;40;;0.0
2;44;40;;0.0
2;45;40;;0.0
2;46;40;;0.0
2;47;40;;0.0
2;48;40;;0.0
2;49;40;;0.0
2;50;40;;0.0
2;51;40;;0.0
2;52;40;;0.0
2;53;40;;0.0
2;54;40;;0.0
2;55;40;;0.0
2;56;40;;0.0
2;57;40;;0.0
2;58;40;;0.0
2;59;40;;0.0
2;60;40;;0.0
2;61;40;;0.0
2;62;40;;0.0
2;63;40;;0.0
2;64;40;;0.0
2;65;40;;0.0
2;66;40;;0.0
2;67;40;;0.0
2;68;40;;0.0
2;69;40;;0.0
2;70;40;;0.0
2;71;40;;0.0
2;72;40;;0.0
2;73;40;;0.0
2;74;40;;0.0
2;75;40;;0.0
2;76;40;;0.0
2;77;40;;0.0
2;78;40;;0.0
2;79;40;;0.0
2;80;40;;0.0
2;81;40;;0.0
2;82;40;;0.0
2;83;40;;0.0
2;84;40;;0.0
2;85;40;;0.0
2;86;40;;0.0
2;87;40;;0.0
2;88;40;;0.0
2;89;40;;0.0
2;90;40;;0.0
2;91;40;;0.0
2;92;40;;0.0
2;93;40;;0.0
2;94;40;;0.0
2;95;40;;0.0
2;96;40;;0.0
2;97;40;;0.0
2;98;40;;0.0
2;99;40;;0.0
2;100;40;;0.0
3;0;40;;0.0
3;1;40;;0.0
3;2;40;;0.0
3;3;40;;0.0
3;4;40;;0.0
3;5;40;;0.0
3;6;40;;0.0
3;7;40;;0.0
3;8;40;;0.0
3;9;40;;0.0
3;10;40;;0.0
3;11;40;;0.0
3;12;40;;0.0
3;13;40;;0.0
3;14;40;;0.0
3;15;40;;0.0
3;16;40;;0.0
3;17;40;;0.0
3;18;40;;0.0
3;19;40;;0.0
3;20;40;;0.0
3;21;40;;0.0
3;22;40;;0.0
3;23;40;;0.0
3;24;40;;0.0
3;25;40;;0.0
3;26;40;;0.0
3;27;40;;0.0
3;28;40;;0.0
3;29;40;;0.0
3;30;40;;0.0
3;31;40;;0.0
3;32;40;;0.0
3;33;40;;0.0
3;34;40;;0.0
3;35;40;;0.0
3;36;40;;0.0
3;37;40;;0.0
3;38;40;;0.0
3;39;40;;0.0
3;40;40;;0.0
3;41;40;;0.0
3;42;40;;0.0
3;43;40;;0.0
3;44;40;;0.0
3;45;40;;0.0
3;46;40;;0.0
3;47;40;;0.0
3;48;40;;0.0
3;49;40;;0.0
3;50;40;;0.0
3;51;40;;0.0
3;52;40;;0.0
3;53;40;;0.0
3;54;40;;0.0
3;55;40;;0.0
3;56;40;;0.0
3;57;40;;0.0
3;58;40;;0.0
3;59;40;;0.0
3;60;40;;0.0
3;61;40;;0.0
3;62;40;;0.0
3;63;40;;0.0
3;64;40;;0.0
3;65;40;;0.0
3;66;40;;0.0
3;67;40;;0.0
3;68;40;;0.0
3;69;40;;0.0
3;70;40;;0.0
3;71;40;;0.0
3;72;40;;0.0
3;73;40;;0.0
3;74;40;;0.0
3;75;40;;0.0
3;76;40;;0.0
3;77;40;;0.0
3;78;40;;0.0
3;79;40;;0.0
3;80;40;;0.0
3;81;40;;0.0
3;82;40;;0.0
3;83;40;;0.0
3;84;40;;0.0
3;85;40;;0.0
3;86;40;;0.0
3;87;40;;0.0
3;88;40;;0.0
3;89;40;;0.0
3;90;40;;0.0
3;91;40;;0.0
3;92;40;;0.0
3;93;40;;0.0
3;94;40;;0.0
3;95;40;;0.0
3;96;40;;0.0
3;97;40;;0.0
3;98;40;;0.0
3;99;40;;0.0
3;100;40;;0.0
4;0;40;;0.0
4;1;40;;0.0
4;2;40;;0.0
4;3;40;;0.0
4;4;40;;0.0
4;5;40;;0.0
4;6;40;;0.0
4;7;40;;0.0
4;8;40;;0.0
4;9;40;;0.0
4;10;40;;0.0
4;11;40;;0.0
4;12;40;;0.0
4;13;40;;0.0
4;14;40;;0.0
4;15;40;;0.0
4;16;40;;0.0
4;17;40;;0.0
4;18;40;;0.0
4;19;40;;0.0
4;20;40;;0.0
4;21;40;;0.0
4;22;40;;0.0
4;23;40;;0.0
4;24;40;;0.0
4;25;40;;0.0
4;26;40;;0.0
4;27;40;;0.0
4;28;40;;0.0
4;29;40;;0.0
4;30;40;;0.0
4;31;40;;0.0
4;32;40;;0.0
4;33;40;;0.0
4;34;40;;0.0
4;35;40;;0.0
4;36;40;;0.0
4;37;40;;0.0
4;38;40;;0.0
4;39;40;;0.0
4;40;40;;0.0
4;41;40;;0.0
4;42;40;;0.0
4;43;40;;0.0
4;44;40;;0.0
4;45;40;;0.0
4;46;40;;0.0
4;47;40;;0.0
4;48;40;;0.0
4;49;40;;0.0
4;50;40;;0.0
4;51;40;;0.0
4;52;40;;0.0
4;53;40;;0.0
4;54;40;;0.0
4;55;40;;0.0
4;56;40;;0.0
4;57;40;;0.0
4;58;40;;0.0
4;59;40;;0.0
4;60;40;;0.0
4;61;40;;0.0
4;62;40;;0.0
4;63;40;;0.0
