0;0;1
0;1;1
0;2;1
0;3;1
0;4;1
0;5;1
0;6;1
0;7;1
0;8;1
0;9;1
0;10;1
0;11;1
0;12;1
0;13;1
0;14;1
0;15;1
0;16;1
0;17;1
0;18;1
0;19;1
0;20;1
0;21;1
0;22;1
0;23;1
0;24;1
0;25;1
0;26;1
0;27;1
0;28;30
0;29;30
0;30;30
0;31;30
0;32;30
0;33;30
0;34;30
0;35;30
0;36;30
0;37;30
0;38;30
0;39;30
0;40;30
0;41;30
0;42;30
0;43;30
0;44;20
0;45;20
0;46;20
0;47;20
0;48;20
0;49;20
0;50;20
0;51;20
0;52;20
0;53;20
0;54;20
0;55;20
0;56;20
0;57;20
0;58;20
0;59;20
0;60;20
0;61;20
0;62;20
0;63;20
0;64;20
0;65;20
0;66;20
0;67;20
0;68;20
0;69;20
0;70;20
0;71;20
0;72;20
0;73;20
0;74;20
0;75;20
0;76;20
0;77;20
0;78;20
0;79;20
0;80;20
0;81;20
0;82;20
0;83;20
0;84;20
0;85;20
0;86;20
0;87;20
0;88;20
0;89;20
0;90;20
0;91;20
0;92;20
0;93;20
0;94;20
0;95;20
0;96;20
0;97;20
0;98;20
0;99;20
0;100;20
1;0;1
1;1;1
1;2;1
1;3;1
1;4;1
1;5;1
1;6;1
1;7;1
1;8;1
1;9;1
1;10;1
1;11;1
1;12;1
1;13;1
1;14;1
1;15;1
1;16;1
1;17;1
1;18;1
1;19;1
1;20;1
1;21;1
1;22;1
1;23;1
1;24;1
1;25;1
1;26;1
1;27;30
1;28;30
1;29;30
1;30;30
1;31;30
1;32;30
1;33;30
1;34;30
1;35;30
1;36;30
1;37;30
1;38;30
1;39;30
1;40;30
1;41;30
1;42;30
1;43;20
1;44;20
1;45;20
1;46;20
1;47;20
1;48;20
1;49;20
1;50;20
1;51;20
1;52;20
1;53;20
1;54;20
1;55;20
1;56;20
1;57;20
1;58;20
1;59;20
1;60;20
1;61;20
1;62;20
1;63;20
1;64;20
1;65;20
1;66;20
1;67;20
1;68;20
