0;0;1
0;1;1
0;2;1
0;3;1
0;4;1
0;5;1
0;6;1
0;7;1
0;8;1
0;9;1
0;10;1
0;11;1
0;12;1
0;13;1
0;14;1
0;15;2
0;16;2
0;17;2
0;18;2
0;19;2
0;20;2
0;21;2
0;22;2
0;23;2
0;24;2
0;25;2
0;26;2
0;27;2
0;28;2
0;29;2
0;30;2
0;31;2
0;32;2
0;33;2
0;34;2
0;35;2
0;36;2
0;37;4
0;38;4
0;39;4
0;40;4
0;41;4
0;42;4
0;43;4
0;44;4
0;45;4
0;46;4
0;47;4
0;48;4
0;49;4
0;50;4
0;51;4
0;52;4
0;53;4
0;54;4
0;55;4
0;56;4
0;57;4
0;58;4
0;59;4
0;60;4
0;61;4
0;62;4
0;63;4
0;64;4
0;65;4
0;66;4
0;67;4
0;68;4
0;69;4
0;70;4
0;71;4
0;72;4
0;73;4
0;74;4
0;75;4
0;76;4
0;77;30
0;78;30
0;79;30
0;80;30
0;81;30
0;82;30
0;83;30
0;84;30
0;85;30
0;86;30
0;87;30
0;88;30
0;89;30
0;90;30
0;91;30
0;92;30
0;93;30
0;94;30
0;95;30
0;96;30
0;97;30
0;98;30
0;99;30
0;100;30
1;0;1
1;1;1
1;2;1
1;3;1
1;4;1
1;5;1
1;6;1
1;7;1
1;8;1
1;9;1
1;10;1
1;11;1
1;12;1
1;13;1
1;14;1
1;15;1
1;16;1
1;17;1
1;18;1
1;19;1
1;20;2
1;21;2
1;22;2
1;23;2
1;24;2
1;25;2
1;26;2
1;27;2
1;28;2
1;29;2
1;30;2
1;31;2
1;32;2
1;33;2
1;34;2
1;35;2
1;36;2
1;37;2
1;38;4
1;39;4
1;40;4
1;41;4
1;42;4
1;43;4
1;44;4
1;45;4
1;46;4
1;47;4
1;48;4
1;49;4
1;50;4
1;51;4
1;52;4
1;53;4
1;54;4
1;55;4
1;56;4
1;57;4
1;58;4
1;59;4
1;60;4
1;61;4
1;62;4
1;63;4
1;64;4
1;65;4
1;66;4
1;67;4
1;68;4
